GID_3,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3,geometry,min,max,mean
KEN.30.1.1_1,KEN,Kenya,KEN.30_1,Nairobi,NA,KEN.30.1_1,Dagoretti North,NA,Gatina,NA,NA,Ward,Ward,1373,NA,"POLYGON ((36.76010131900011 -1.268443227999967, 36.75944519000012 -1.282397983999886, 36.75886535600011 -1.282453416999942, 36.75767517000003 -1.283062934999919, 36.75724792500012 -1.283295035999856, 36.75587463300019 -1.284417033999944, 36.75392532400008 -1.286069273999885, 36.75392532400008 -1.284869431999823, 36.75387191700003 -1.283451437999929, 36.75374221800007 -1.282549143999972, 36.75358963100012 -1.282136678999848, 36.75330352800017 -1.281904695999913, 36.75276565500019 -1.281672597999886, 36.7525825510001 -1.281543731999875, 36.75245285000011 -1.280435204999947, 36.75232696500012 -1.279816387999972, 36.75214386100004 -1.279403923999951, 36.75191116300016 -1.279017210999939, 36.75144958600009 -1.278398513999889, 36.75119018600009 -1.27744459999991, 36.75093460099998 -1.276671170999975, 36.75067520200014 -1.275794624999946, 36.75044250600007 -1.275717377999911, 36.75010681100008 -1.275640009999904, 36.74974823100007 -1.275562643999933, 36.74974823100007 -1.27525329499997, 36.74974823100007 -1.274789212999963, 36.74974823100007 -1.274299381999924, 36.74959182600003 -1.273629067999877, 36.74943923900008 -1.27321660399997, 36.74915313800011 -1.272907256999929, 36.74907684200002 -1.272572158999935, 36.74910354600013 -1.272004961999869, 36.74915313800011 -1.271651147999933, 36.74939346400015 -1.271740554999951, 36.74942779600013 -1.271753192999938, 36.74951172000016 -1.27179694199998, 36.74959945700004 -1.271842598999967, 36.74972152700019 -1.272185920999959, 36.74977111700019 -1.272235750999869, 36.74985122600015 -1.27231037599995, 36.74995422300009 -1.272406815999943, 36.74998474200004 -1.272434591999911, 36.75056839000018 -1.272555469999872, 36.75070953400012 -1.272501944999874, 36.75141143900004 -1.272210121999819, 36.75151443400011 -1.272150158999921, 36.75185012700007 -1.271958231999918, 36.75193023600008 -1.271912335999957, 36.75204849200009 -1.271844506999855, 36.75222778200015 -1.271741031999909, 36.75253295900012 -1.271582721999948, 36.75278091299998 -1.271455406999962, 36.75312805200002 -1.271149396999874, 36.75334549000007 -1.27106237299995, 36.75353622400007 -1.270986198999879, 36.75363540600011 -1.270993351999948, 36.75371169900012 -1.270998954999868, 36.75382614200009 -1.271005272999957, 36.75391769400017 -1.270989179999958, 36.75416565000012 -1.270945547999816, 36.7543792730001 -1.270945547999816, 36.75447845500014 -1.270982979999872, 36.75465011600005 -1.271057247999977, 36.75477981700004 -1.271161317999884, 36.75483322200006 -1.27121245799998, 36.75491714500004 -1.27128946799985, 36.75516128500016 -1.271292090999964, 36.75535202100014 -1.27128946799985, 36.75551986700015 -1.271182417999967, 36.75557327400003 -1.271149396999874, 36.75579834000018 -1.271006702999898, 36.75597763000007 -1.271006702999898, 36.75604248100007 -1.271006702999898, 36.75615310600006 -1.271057842999937, 36.75637817400019 -1.271161674999917, 36.75654220700017 -1.271236180999949, 36.75692367500011 -1.271233080999878, 36.75724792500012 -1.271085738999943, 36.75738906900006 -1.270946621999883, 36.75754165600017 -1.270794987999977, 36.75772857700008 -1.270547865999959, 36.75777053900003 -1.270492075999925, 36.757839203 -1.270389793999925, 36.75802612400014 -1.269948482999894, 36.75806045500019 -1.269861816999935, 36.75819778400012 -1.269601701999932, 36.75819396900005 -1.269546269999921, 36.75819015400003 -1.269493936999879, 36.7581825260001 -1.26940286099989, 36.75814056399997 -1.269377468999835, 36.75799942000003 -1.269290564999835, 36.75790786800013 -1.269234536999818, 36.75782012900004 -1.269213913999977, 36.75758743300014 -1.269158005999884, 36.75754547100007 -1.268830895999884, 36.75754547100007 -1.268559692999929, 36.75758361800013 -1.268545507999931, 36.75773239000017 -1.26849496299991, 36.758018494 -1.268456815999969, 36.75828933600008 -1.268383264999898, 36.75859069800009 -1.268294930999957, 36.75881958100013 -1.268131135999909, 36.75900650000005 -1.267979263999962, 36.75915908700017 -1.267933963999951, 36.75922012300003 -1.267915129999892, 36.75938415500013 -1.267866372999947, 36.75959015000001 -1.267753004999975, 36.75963592500017 -1.267727731999912, 36.75984191900017 -1.267727731999912, 36.75995254400016 -1.267727731999912, 36.75997924800009 -1.267746804999888, 36.7601242070001 -1.267851232999931, 36.76012039200003 -1.267984508999973, 36.76010131900011 -1.268443227999967))",-124.14999389648438,-124.14950561523438,-124.14987182617188
KEN.30.1.2_1,KEN,Kenya,KEN.30_1,Nairobi,NA,KEN.30.1_1,Dagoretti North,NA,Kileleshwa,NA,NA,Ward,Ward,1374,NA,"POLYGON ((36.81138610900013 -1.272135137999896, 36.81099319399999 -1.272754311999904, 36.81055831800006 -1.273220300999981, 36.81012344300007 -1.273686288999897, 36.80970382800007 -1.273639798999966, 36.80921936000016 -1.273515342999872, 36.80858230600018 -1.273313520999977, 36.80811691300016 -1.273033857999849, 36.80777359000007 -1.272932885999921, 36.80576324600003 -1.272932885999921, 36.80559921299999 -1.273036479999973, 36.80528640800014 -1.273450731999958, 36.80493545500019 -1.273575067999957, 36.80460357700008 -1.273554324999907, 36.80433654899997 -1.273409365999896, 36.80408859199997 -1.273492216999955, 36.80373382600015 -1.27365791699998, 36.80334091200012 -1.273720024999932, 36.80327987700014 -1.273326515999884, 36.8032569880001 -1.272932885999921, 36.80323791500007 -1.272560117999888, 36.80311202900009 -1.272352933999912, 36.80276107800012 -1.272187232999954, 36.80245208800011 -1.272083640999938, 36.80222320500013 -1.271897314999933, 36.80203628600003 -1.271690129999968, 36.80172729400005 -1.27150368599996, 36.80154037500012 -1.271441577999894, 36.80129241899999 -1.271586537999895, 36.8008155820001 -1.271835088999978, 36.80042266800007 -1.272062896999955, 36.80017089900014 -1.272538184999974, 36.79970550500013 -1.272737025999959, 36.79914855900006 -1.272949098999959, 36.79852676400009 -1.273187637999968, 36.79802322300003 -1.273399829999846, 36.79735946700004 -1.273638366999933, 36.79676437400008 -1.273996352999973, 36.79636764500003 -1.274407266999958, 36.79618072400012 -1.274712085999965, 36.79614257800017 -1.27524232899998, 36.79606246900016 -1.275480984999888, 36.79581069900013 -1.275759337999943, 36.79568862900015 -1.276011227999902, 36.79554367000014 -1.276302933999887, 36.79541015600012 -1.276607750999972, 36.79539871300017 -1.276846408999972, 36.79542922900004 -1.277025341999945, 36.79557037300015 -1.277308105999907, 36.7955856320001 -1.277537941999924, 36.7955856320001 -1.277785300999881, 36.79544449000014 -1.278386353999963, 36.79519653300014 -1.278810500999953, 36.79496765200008 -1.279004929999871, 36.79443740800008 -1.279022573999953, 36.79427719000017 -1.279163954999888, 36.79403305100016 -1.279287695999926, 36.79369354300013 -1.279305338999961, 36.793342591 -1.280047773999911, 36.79314804000018 -1.280259846999968, 36.79291915900018 -1.280277489999946, 36.79273986800018 -1.280153750999887, 36.79251098700013 -1.280065416999889, 36.79208755500008 -1.280065416999889, 36.79145050000005 -1.280012369999952, 36.79086685300018 -1.279994725999813, 36.7899322510001 -1.279817937999837, 36.78947067200005 -1.279817937999837, 36.78894043000003 -1.279835581999976, 36.78858566300005 -1.280065416999889, 36.78824997000009 -1.280295132999868, 36.78804016000015 -1.280401229999939, 36.78718948300019 -1.280436634999944, 36.78694534400017 -1.280613302999939, 36.7866439820001 -1.280949115999817, 36.78643036000017 -1.281444071999829, 36.78595352200017 -1.281797527999913, 36.78565216100003 -1.282133341999838, 36.78536987300009 -1.28223943699993, 36.78510665800007 -1.28223943699993, 36.7848930350001 -1.282451508999941, 36.78480529900008 -1.28266358399992, 36.78461074700016 -1.282893419999937, 36.78429412800017 -1.282981753999934, 36.78395843400011 -1.283193826999934, 36.78351593100018 -1.283282279999867, 36.78307342500017 -1.283282279999867, 36.78271865800019 -1.283299921999969, 36.78243637000014 -1.28349435299998, 36.78216934300013 -1.283768890999966, 36.781505584 -1.284613607999972, 36.78068161000004 -1.285498261999976, 36.78039932200016 -1.285820126999965, 36.78030014000012 -1.28602111399988, 36.78023910500013 -1.286423324999873, 36.77991866999997 -1.286725043999979, 36.77945709300008 -1.287268041999937, 36.77899169900013 -1.287650107999923, 36.77845001300005 -1.28803217299992, 36.77806854300013 -1.288193105999937, 36.77781295800003 -1.288302300999931, 36.77737045300012 -1.288514135999947, 36.77698898300014 -1.288921712999979, 36.77619171200018 -1.289915918999839, 36.77367019700017 -1.28989183799996, 36.77362442000003 -1.286180973999876, 36.77617645200013 -1.286037086999954, 36.77626037600015 -1.285369275999869, 36.77659606900016 -1.283602712999823, 36.77678680300011 -1.280866859999946, 36.77728271400019 -1.280543684999941, 36.77761840699998 -1.280362366999952, 36.77777862500011 -1.280267238999954, 36.77787399400012 -1.279997586999968, 36.77790069500008 -1.27973794899998, 36.77800369300007 -1.279226897999877, 36.77810669000019 -1.278664946999925, 36.77833557100018 -1.277694105999956, 36.77848053000002 -1.276933907999933, 36.77865982100019 -1.276197193999906, 36.7793426500001 -1.272711752999953, 36.77982330300017 -1.270472764999965, 36.78418731700015 -1.263902067999936, 36.78361892800007 -1.263902067999936, 36.78295898500011 -1.263865470999917, 36.78277587900004 -1.263700722999886, 36.78255844100016 -1.26346278199992, 36.78230285600006 -1.263169882999932, 36.78204727200006 -1.262767313999916, 36.78178787200011 -1.26271235899992, 36.78162384000001 -1.262748955999939, 36.78151321400014 -1.263041853999823, 36.78113174400016 -1.263316392999968, 36.78081893900014 -1.263444542999935, 36.78050995000007 -1.263664245999962, 36.78026962300015 -1.263902067999936, 36.77981186000005 -1.264011859999869, 36.77935409600019 -1.263957022999875, 36.77900695700015 -1.263865470999917, 36.77853012000003 -1.263938663999966, 36.77834701600017 -1.264194965999934, 36.77779769800003 -1.264286397999967, 36.77750778200016 -1.264140008999902, 36.77710342300003 -1.263755677999825, 36.77668380800003 -1.263499378999938, 36.77633667000009 -1.263499378999938, 36.77600479100005 -1.263590930999953, 36.77549362200017 -1.263865470999917, 36.77518081800002 -1.264085053999963, 36.77470779300006 -1.264689086999965, 36.77432251000005 -1.264908789999936, 36.77386474600019 -1.264981984999963, 36.77340698200015 -1.264981984999963, 36.77309417700013 -1.264853834999826, 36.77254486200007 -1.264817237999978, 36.77207183900009 -1.264835595999898, 36.77161407500006 -1.264872192999917, 36.77111816500008 -1.264890431999902, 36.77062606900017 -1.265128492999963, 36.77011108500005 -1.26542127099998, 36.76981735200013 -1.265714049999929, 36.76965332100019 -1.265878794999878, 36.76932525600012 -1.265988707999952, 36.76879501300004 -1.266482830999962, 36.76829910300006 -1.267086863999907, 36.76791381700014 -1.267160057999945, 36.76749420200014 -1.267178415999979, 36.76723861800014 -1.267324804999816, 36.76692581100008 -1.267379759999926, 36.76643371500006 -1.267400025999905, 36.76566314700005 -1.267269849999877, 36.76518630900006 -1.26714181899996, 36.76465606700003 -1.26688551999996, 36.76401519700016 -1.266903757999955, 36.76345062300015 -1.266940474999899, 36.76220321700015 -1.267580984999938, 36.76158523600009 -1.267795681999871, 36.76134109400016 -1.267625569999893, 36.76131057800012 -1.267554758999836, 36.76114273000007 -1.267160057999945, 36.76075744700006 -1.266647575999912, 36.76031875600012 -1.266177058999972, 36.76024627800012 -1.266098617999944, 36.76022338900009 -1.266063688999907, 36.76003646800018 -1.265765309999836, 36.75973510700004 -1.26529311999991, 36.75942611700003 -1.265056133999963, 36.75933075000006 -1.264981984999963, 36.75928497300009 -1.264958261999936, 36.75893020600012 -1.264780640999959, 36.75843429600013 -1.264615892999927, 36.75806808600004 -1.264487742999904, 36.75772094700017 -1.264487742999904, 36.75759124800004 -1.264487742999904, 36.75722503600008 -1.264487742999904, 36.75653076100014 -1.264524338999934, 36.75622940000017 -1.264454722999915, 36.75605392400018 -1.26441454899998, 36.75550460800002 -1.264140008999902, 36.75483322200006 -1.263654707999819, 36.75470733600014 -1.263562916999945, 36.75450515700004 -1.263421654999888, 36.75394821300011 -1.263206599999933, 36.75336456300016 -1.262401221999937, 36.75281906200007 -1.261647701999948, 36.75309753500011 -1.26165115699996, 36.75314331000004 -1.261646746999929, 36.75348281900017 -1.261614559999941, 36.75359344400016 -1.261604904999956, 36.75373077500007 -1.261592983999947, 36.75461196900017 -1.261516332999975, 36.75781631399997 -1.261238334999973, 36.75814819400011 -1.261191962999874, 36.75843811100003 -1.26115214899994, 36.76349639800014 -1.260449407999886, 36.76415252600003 -1.260291695999911, 36.76467514000012 -1.260050891999867, 36.76494216800018 -1.259927510999887, 36.76610183700012 -1.25908136399994, 36.76646423400018 -1.258817313999941, 36.76668930000017 -1.258653163999952, 36.76674652000008 -1.258620857999972, 36.76741790700015 -1.258252619999951, 36.76816177400013 -1.258121608999943, 36.76821517900004 -1.258112310999877, 36.76852035600012 -1.258058428999959, 36.76871109000012 -1.258026121999933, 36.76969146800002 -1.257860301999926, 36.77384948800017 -1.25715696899988, 36.77404403700018 -1.257124184999952, 36.77439117300014 -1.257065414999943, 36.77497863800016 -1.256966232999901, 36.77528762800017 -1.256904721999888, 36.77564239500009 -1.256845473999874, 36.77670669600013 -1.256651757999919, 36.77862548900004 -1.256301998999959, 36.77891159000018 -1.256250023999883, 36.77948379500015 -1.256237863999957, 36.77990722700002 -1.256283162999978, 36.78005218600003 -1.256298540999921, 36.78013610800002 -1.256310819999953, 36.78139114400017 -1.256496787999879, 36.78194427500017 -1.256578444999889, 36.78397369500004 -1.256878852999876, 36.78448104900008 -1.256953953999869, 36.78583526700004 -1.257184267999946, 36.78628540100016 -1.257260678999955, 36.7869415290001 -1.257372258999965, 36.787906647 -1.257536528999935, 36.78883361800007 -1.257696628999952, 36.78898620700016 -1.257723330999966, 36.78952026400003 -1.257815717999961, 36.79079437200011 -1.258106945999884, 36.79113006500012 -1.258200524999893, 36.79227447600005 -1.258519529999944, 36.79432678199998 -1.258519529999944, 36.79868316700015 -1.259114384999918, 36.79903030300005 -1.259508966999874, 36.7992477410001 -1.259754775999966, 36.80022048900014 -1.260864494999964, 36.80113601700003 -1.261906503999853, 36.80155563400001 -1.262381195999978, 36.80208587600004 -1.262987731999942, 36.80252075100003 -1.263481019999915, 36.80337524400011 -1.264451382999937, 36.80467987000009 -1.26593732799995, 36.80633926300015 -1.267859934999933, 36.80730056800019 -1.268970727999942, 36.80844497700014 -1.269926786999974, 36.80887603700006 -1.270290136999961, 36.80913543600013 -1.270505904999936, 36.80978775000011 -1.270862100999921, 36.80995941200007 -1.270954965999977, 36.81002426100002 -1.27099764299993, 36.81070709200014 -1.271446823999895, 36.81105422899998 -1.271770475999858, 36.8110847480001 -1.271798849999868, 36.81112289400011 -1.271835206999867, 36.81135940600012 -1.272105693999947, 36.81138610900013 -1.272135137999896))",-124.14999389648438,-124.1494140625,-124.1498994741726
KEN.30.1.3_1,KEN,Kenya,KEN.30_1,Nairobi,NA,KEN.30.1_1,Dagoretti North,NA,Kilimani,NA,NA,Ward,Ward,1371,NA,"POLYGON ((36.75392532400008 -1.286069273999885, 36.75587463300019 -1.284417033999944, 36.75724792500012 -1.283295035999856, 36.75767517000003 -1.283062934999919, 36.75886535600011 -1.282453416999942, 36.75944519000012 -1.282397983999886, 36.76010131900011 -1.268443227999967, 36.76082229500008 -1.26816451499991, 36.7610473630001 -1.268054961999894, 36.76158523600009 -1.267795681999871, 36.76220321700015 -1.267580984999938, 36.76345062300015 -1.266940474999899, 36.76401519700016 -1.266903757999955, 36.76465606700003 -1.26688551999996, 36.76518630900006 -1.26714181899996, 36.76566314700005 -1.267269849999877, 36.76643371500006 -1.267400025999905, 36.76692581100008 -1.267379759999926, 36.76723861800014 -1.267324804999816, 36.76749420200014 -1.267178415999979, 36.76791381700014 -1.267160057999945, 36.76829910300006 -1.267086863999907, 36.76879501300004 -1.266482830999962, 36.76932525600012 -1.265988707999952, 36.76965332100019 -1.265878794999878, 36.76981735200013 -1.265714049999929, 36.77011108500005 -1.26542127099998, 36.77062606900017 -1.265128492999963, 36.77111816500008 -1.264890431999902, 36.77161407500006 -1.264872192999917, 36.77207183900009 -1.264835595999898, 36.77254486200007 -1.264817237999978, 36.77309417700013 -1.264853834999826, 36.77340698200015 -1.264981984999963, 36.77386474600019 -1.264981984999963, 36.77432251000005 -1.264908789999936, 36.77470779300006 -1.264689086999965, 36.77518081800002 -1.264085053999963, 36.77549362200017 -1.263865470999917, 36.77600479100005 -1.263590930999953, 36.77633667000009 -1.263499378999938, 36.77668380800003 -1.263499378999938, 36.77710342300003 -1.263755677999825, 36.77750778200016 -1.264140008999902, 36.77779769800003 -1.264286397999967, 36.77834701600017 -1.264194965999934, 36.77853012000003 -1.263938663999966, 36.77900695700015 -1.263865470999917, 36.77935409600019 -1.263957022999875, 36.77981186000005 -1.264011859999869, 36.78026962300015 -1.263902067999936, 36.78050995000007 -1.263664245999962, 36.78081893900014 -1.263444542999935, 36.78113174400016 -1.263316392999968, 36.78151321400014 -1.263041853999823, 36.78162384000001 -1.262748955999939, 36.78178787200011 -1.26271235899992, 36.78204727200006 -1.262767313999916, 36.78230285600006 -1.263169882999932, 36.78255844100016 -1.26346278199992, 36.78277587900004 -1.263700722999886, 36.78295898500011 -1.263865470999917, 36.78361892800007 -1.263902067999936, 36.78418731700015 -1.263902067999936, 36.77982330300017 -1.270472764999965, 36.7793426500001 -1.272711752999953, 36.77865982100019 -1.276197193999906, 36.77848053000002 -1.276933907999933, 36.77833557100018 -1.277694105999956, 36.77810669000019 -1.278664946999925, 36.77800369300007 -1.279226897999877, 36.77790069500008 -1.27973794899998, 36.77787399400012 -1.279997586999968, 36.77777862500011 -1.280267238999954, 36.77761840699998 -1.280362366999952, 36.77728271400019 -1.280543684999941, 36.77678680300011 -1.280866859999946, 36.77659606900016 -1.283602712999823, 36.77626037600015 -1.285369275999869, 36.77617645200013 -1.286037086999954, 36.77362442000003 -1.286180973999876, 36.77367019700017 -1.28989183799996, 36.77619171200018 -1.289915918999839, 36.77698898300014 -1.288921712999979, 36.77737045300012 -1.288514135999947, 36.77781295800003 -1.288302300999931, 36.77806854300013 -1.288193105999937, 36.77845001300005 -1.28803217299992, 36.77899169900013 -1.287650107999923, 36.77945709300008 -1.287268041999937, 36.77991866999997 -1.286725043999979, 36.78023910500013 -1.286423324999873, 36.78030014000012 -1.28602111399988, 36.78039932200016 -1.285820126999965, 36.78068161000004 -1.285498261999976, 36.781505584 -1.284613607999972, 36.78216934300013 -1.283768890999966, 36.78243637000014 -1.28349435299998, 36.78271865800019 -1.283299921999969, 36.78307342500017 -1.283282279999867, 36.78351593100018 -1.283282279999867, 36.78395843400011 -1.283193826999934, 36.78429412800017 -1.282981753999934, 36.78461074700016 -1.282893419999937, 36.78480529900008 -1.28266358399992, 36.7848930350001 -1.282451508999941, 36.78510665800007 -1.28223943699993, 36.78536987300009 -1.28223943699993, 36.78565216100003 -1.282133341999838, 36.78595352200017 -1.281797527999913, 36.78643036000017 -1.281444071999829, 36.7866439820001 -1.280949115999817, 36.78694534400017 -1.280613302999939, 36.78718948300019 -1.280436634999944, 36.78804016000015 -1.280401229999939, 36.78824997000009 -1.280295132999868, 36.78858566300005 -1.280065416999889, 36.78894043000003 -1.279835581999976, 36.78947067200005 -1.279817937999837, 36.7899322510001 -1.279817937999837, 36.79086685300018 -1.279994725999813, 36.79145050000005 -1.280012369999952, 36.79208755500008 -1.280065416999889, 36.79251098700013 -1.280065416999889, 36.79273986800018 -1.280153750999887, 36.79291915900018 -1.280277489999946, 36.79314804000018 -1.280259846999968, 36.793342591 -1.280047773999911, 36.79369354300013 -1.279305338999961, 36.79403305100016 -1.279287695999926, 36.79427719000017 -1.279163954999888, 36.79443740800008 -1.279022573999953, 36.79496765200008 -1.279004929999871, 36.79519653300014 -1.278810500999953, 36.79544449000014 -1.278386353999963, 36.7955856320001 -1.277785300999881, 36.7955856320001 -1.277537941999924, 36.79557037300015 -1.277308105999907, 36.79542922900004 -1.277025341999945, 36.79539871300017 -1.276846408999972, 36.79541015600012 -1.276607750999972, 36.79554367000014 -1.276302933999887, 36.79568862900015 -1.276011227999902, 36.79581069900013 -1.275759337999943, 36.79606246900016 -1.275480984999888, 36.79614257800017 -1.27524232899998, 36.79618072400012 -1.274712085999965, 36.79636764500003 -1.274407266999958, 36.79676437400008 -1.273996352999973, 36.79735946700004 -1.273638366999933, 36.79802322300003 -1.273399829999846, 36.79852676400009 -1.273187637999968, 36.79914855900006 -1.272949098999959, 36.79970550500013 -1.272737025999959, 36.80017089900014 -1.272538184999974, 36.80042266800007 -1.272062896999955, 36.8008155820001 -1.271835088999978, 36.80129241899999 -1.271586537999895, 36.80154037500012 -1.271441577999894, 36.80172729400005 -1.27150368599996, 36.80203628600003 -1.271690129999968, 36.80222320500013 -1.271897314999933, 36.80245208800011 -1.272083640999938, 36.80276107800012 -1.272187232999954, 36.80311202900009 -1.272352933999912, 36.80323791500007 -1.272560117999888, 36.8032569880001 -1.272932885999921, 36.80327987700014 -1.273326515999884, 36.80334091200012 -1.273720024999932, 36.80373382600015 -1.27365791699998, 36.80408859199997 -1.273492216999955, 36.80433654899997 -1.273409365999896, 36.80460357700008 -1.273554324999907, 36.80493545500019 -1.273575067999957, 36.80528640800014 -1.273450731999958, 36.80559921299999 -1.273036479999973, 36.80576324600003 -1.272932885999921, 36.80777359000007 -1.272932885999921, 36.80811691300016 -1.273033857999849, 36.80858230600018 -1.273313520999977, 36.80921936000016 -1.273515342999872, 36.80970382800007 -1.273639798999966, 36.81012344300007 -1.273686288999897, 36.81055831800006 -1.273220300999981, 36.81099319399999 -1.272754311999904, 36.81138610900013 -1.272135137999896, 36.81170654200008 -1.272498367999958, 36.81172561700015 -1.272519230999876, 36.81174087600004 -1.272631643999944, 36.81174469100011 -1.272671102999936, 36.81224823000014 -1.273439526999937, 36.8123321540001 -1.273609161999843, 36.81254196100019 -1.274037479999947, 36.81271743700012 -1.274394748999896, 36.81274795600007 -1.274485825999818, 36.81290435800003 -1.274930833999974, 36.81305694500014 -1.275360344999967, 36.81309127900016 -1.275531767999951, 36.81309890700004 -1.275581954999893, 36.81324005100004 -1.276409387999877, 36.8132553100001 -1.276525616999834, 36.81336593700013 -1.27738261199994, 36.81337738000008 -1.277486203999899, 36.81340026900011 -1.277551173999939, 36.81364059500009 -1.278199909999898, 36.81366729600012 -1.278258442999856, 36.81369400000017 -1.278315542999962, 36.81423187300004 -1.279475449999836, 36.81450653100018 -1.280070542999965, 36.81461334300013 -1.280300020999846, 36.81510925400005 -1.281366943999842, 36.81519699 -1.281557439999972, 36.81587219200009 -1.283019302999946, 36.81606292800006 -1.283395765999842, 36.81645965500013 -1.28418421799995, 36.81679153500005 -1.284843325999873, 36.81710434000007 -1.285468577999836, 36.81789398200004 -1.287039993999826, 36.81841659600013 -1.288071989999935, 36.81850814800009 -1.288260220999973, 36.81885147100013 -1.288940667999952, 36.81966781700004 -1.290563821999967, 36.81950760000018 -1.290610551999919, 36.81859207200011 -1.290794372999869, 36.81824874800009 -1.290863870999942, 36.81692886400015 -1.291129587999876, 36.8157730100001 -1.291362284999877, 36.81546020500002 -1.291425346999915, 36.81528091400003 -1.291459678999956, 36.81454849200003 -1.291599630999883, 36.81443023700007 -1.291622161999953, 36.81382370100016 -1.291918634999888, 36.81365966800018 -1.292084932999956, 36.81341171200012 -1.292337654999926, 36.81324005100004 -1.292513370999814, 36.81261825500007 -1.29277765799992, 36.81174850400015 -1.292994975999875, 36.81171798700001 -1.29299843299998, 36.81127166700003 -1.293047547999947, 36.81047439600007 -1.293135046999907, 36.80977249100016 -1.29309451499995, 36.80949401800012 -1.293078421999951, 36.80939865100015 -1.293072938999842, 36.80936813400018 -1.293073414999981, 36.80919647200005 -1.293076276999955, 36.80910110500002 -1.293139219999887, 36.80742263800016 -1.294272780999904, 36.80734253000008 -1.29432713999995, 36.8072433480001 -1.294394968999882, 36.80704498300008 -1.294498085999976, 36.80670547500006 -1.294674396999937, 36.80667114300007 -1.294691919999934, 36.80658340399998 -1.294738411999958, 36.80611801200007 -1.294827698999882, 36.80527496299999 -1.294989586999975, 36.80250549300018 -1.295521378999922, 36.80223465000006 -1.295564770999931, 36.80183410700005 -1.295628546999978, 36.80065917900004 -1.295815944999958, 36.80018234200008 -1.295892238999954, 36.79843902500016 -1.296289324999975, 36.79808425900012 -1.296370625999941, 36.79796600300011 -1.296397447999937, 36.79740905700004 -1.296524165999926, 36.79703903200004 -1.296589136999955, 36.79674911600006 -1.296640513999876, 36.79667663500004 -1.29665338999996, 36.79619217000015 -1.296738265999977, 36.79553222600009 -1.296854971999949, 36.79545974800016 -1.296867609999936, 36.79262924300014 -1.297183513999869, 36.79228973400006 -1.297192572999904, 36.79202270500008 -1.297199607999971, 36.78827285800003 -1.297299026999895, 36.78245925900012 -1.297453164999979, 36.78228378300003 -1.297457814999916, 36.78174972600016 -1.29746997299992, 36.77817154000019 -1.297599433999892, 36.77728271400019 -1.297631144999968, 36.77644729700012 -1.297660826999902, 36.77629852300004 -1.297666071999913, 36.77391052300015 -1.297751188999939, 36.77349853600009 -1.297765851999884, 36.77268600600019 -1.297794817999886, 36.77225875800019 -1.297810076999838, 36.77137374900008 -1.297841547999951, 36.77095031700003 -1.297856568999975, 36.76980209300007 -1.297819376999882, 36.76967620800019 -1.297815203999903, 36.76840972800005 -1.297774194999874, 36.76287460399999 -1.296634078999944, 36.76151275700005 -1.29633986999994, 36.76141357500018 -1.296318530999883, 36.76055145200019 -1.296131849999881, 36.76018142700019 -1.296051740999928, 36.76007461500006 -1.296028612999976, 36.76003265300017 -1.296020744999851, 36.75906753500004 -1.295834063999962, 36.75761032200018 -1.29555332599989, 36.75757598799999 -1.295546530999957, 36.75685119600007 -1.295379279999963, 36.75663757399997 -1.29533028499992, 36.75643539400011 -1.295283555999958, 36.75626373400013 -1.295118092999928, 36.7559967040001 -1.294859765999888, 36.75594329900019 -1.294792054999959, 36.75537109400017 -1.294056295999951, 36.75469970800003 -1.292931197999906, 36.75459671100015 -1.292797563999954, 36.75425720200019 -1.292362212999933, 36.75402069100011 -1.292058943999962, 36.75380706900017 -1.29178595399992, 36.75367355300017 -1.291664957999956, 36.75299072300015 -1.291046618999871, 36.75268936100008 -1.290772913999945, 36.75265121500013 -1.290753482999946, 36.75201034500003 -1.290431140999942, 36.75152206400003 -1.289941787999851, 36.75141525200007 -1.28970789899995, 36.75131225700017 -1.288980722999895, 36.75172805900013 -1.288175582999884, 36.75201034500003 -1.287866472999895, 36.75369262600003 -1.286266445999956, 36.75392532400008 -1.286069273999885))",-124.14999389648438,-124.14932250976562,-124.1498922413793
